Customer_ID,Subscription_Length,Last_Activity,Support_Tickets_Raised,Satisfaction_Score
CUST000886,35,233,4,9.0
CUST000887,56,21,0,7.0
CUST000888,37,252,1,9.0
CUST000889,34,14,2,1.0
CUST000890,20,215,1,3.0
CUST000891,25,24,0,2.0
CUST000892,4,20,1,1.0
CUST000893,10,202,1,5.0
CUST000894,10,321,0,1.0
CUST000895,24,52,2,3.0
CUST000896,21,357,3,6.0
CUST000897,11,186,2,6.0
CUST000898,27,207,8,3.0
CUST000899,16,360,1,4.0
CUST000900,26,95,1,7.0
CUST000901,30,348,5,6.0
CUST000902,49,266,2,2.0
CUST000903,16,326,1,9.0
CUST000904,7,15,2,6.0
CUST000905,16,175,2,2.0
CUST000906,35,219,3,7.0
CUST000907,58,10,3,10.0
CUST000908,16,19,1,10.0
CUST000909,40,68,1,4.0
CUST000910,12,278,4,1.0
CUST000911,35,319,3,10.0
CUST000912,49,294,2,9.0
CUST000913,21,15,3,
CUST000914,50,326,3,
CUST000915,43,114,1,
CUST000916,36,300,3,3.0
CUST000917,48,158,0,4.0
CUST000918,17,104,1,3.0
CUST000919,32,280,3,10.0
CUST000920,41,86,0,8.0
CUST000921,6,94,2,5.0
CUST000922,24,174,3,8.0
CUST000923,27,242,4,1.0
CUST000924,20,262,1,9.0
CUST000925,25,294,3,10.0
CUST000926,2,282,0,3.0
CUST000927,9,147,1,1.0
CUST000928,28,2,1,3.0
CUST000929,53,68,3,2.0
CUST000930,38,69,2,7.0
CUST000931,3,47,0,10.0
CUST000932,20,355,2,4.0
CUST000933,6,64,2,7.0
CUST000934,39,80,4,3.0
CUST000935,33,254,3,6.0
CUST000936,55,237,5,7.0
CUST000937,1,329,2,7.0
CUST000938,37,139,4,5.0
CUST000939,6,264,3,6.0
CUST000940,45,316,5,3.0
CUST000941,34,154,0,4.0
CUST000942,47,132,1,6.0
CUST000943,15,226,2,3.0
CUST000944,45,92,2,7.0
CUST000945,26,118,1,3.0
CUST000946,57,126,3,9.0
CUST000947,14,227,6,4.0
CUST000948,58,339,5,2.0
CUST000949,54,179,0,
CUST000950,7,85,2,9.0
CUST000951,46,164,0,10.0
CUST000952,58,230,3,10.0
CUST000953,31,206,1,2.0
CUST000954,24,104,4,4.0
CUST000955,59,114,2,
CUST000956,31,188,3,9.0
CUST000957,29,271,0,7.0
CUST000958,42,51,2,
CUST000959,32,306,2,6.0
CUST000960,17,222,1,9.0
CUST000961,14,111,4,4.0
CUST000962,40,55,1,2.0
CUST000963,36,12,1,5.0
CUST000964,58,190,1,7.0
CUST000965,48,155,3,4.0
CUST000966,24,335,2,1.0
CUST000967,45,346,0,8.0
CUST000968,54,265,6,5.0
CUST000969,27,360,2,10.0
CUST000970,25,104,1,2.0
CUST000971,59,163,1,3.0
CUST000972,32,141,4,10.0
CUST000973,52,237,4,10.0
CUST000974,18,44,2,5.0
CUST000975,46,239,5,4.0
CUST000976,18,97,1,
CUST000977,37,98,0,9.0
CUST000978,26,324,4,8.0
CUST000979,9,53,7,2.0
CUST000980,35,109,3,5.0
CUST000981,8,257,2,
CUST000982,20,11,1,8.0
CUST000983,54,178,2,7.0
CUST000984,42,294,1,4.0
CUST000985,22,25,1,3.0
CUST000986,19,126,3,8.0
CUST000987,30,266,3,8.0
CUST000988,53,133,6,10.0
CUST000989,28,278,3,5.0
CUST000990,35,42,1,3.0
CUST000991,43,101,4,5.0
CUST000992,11,284,3,4.0
CUST000993,31,277,2,8.0
CUST000994,49,139,7,2.0
CUST000995,48,221,1,8.0
CUST000996,39,69,0,10.0
CUST000997,36,293,1,6.0
CUST000998,30,177,2,4.0
CUST000999,23,197,5,3.0
CUST001000,19,33,1,10.0
CUST001001,12,301,2,5.0
CUST001002,15,228,1,6.0
CUST001003,31,136,2,1.0
CUST001004,43,134,1,1.0
CUST001005,37,143,0,10.0
CUST001006,37,245,1,3.0
CUST001007,15,137,4,2.0
CUST001008,29,61,0,1.0
CUST001009,50,56,2,8.0
CUST001010,43,133,3,1.0
CUST001011,26,208,1,10.0
CUST001012,44,126,2,8.0
CUST001013,2,123,3,
CUST001014,20,231,4,
CUST001015,15,35,3,
CUST001016,52,266,5,
CUST001017,4,91,1,8.0
CUST001018,22,21,2,3.0
CUST001019,50,140,2,8.0
CUST001020,38,265,2,1.0
CUST001021,23,120,3,4.0
CUST001022,59,221,2,5.0
CUST001023,26,23,2,6.0
CUST001024,51,39,5,5.0
CUST001025,11,235,2,5.0
CUST001026,28,241,2,5.0
CUST001027,56,128,3,9.0
CUST001028,2,22,1,10.0
CUST001029,59,55,3,10.0
CUST001030,8,330,1,3.0
CUST001031,29,47,2,2.0
CUST001032,11,234,2,10.0
CUST001033,37,27,2,2.0
CUST001034,18,48,2,8.0
CUST001035,55,167,5,5.0
CUST001036,50,271,3,5.0
CUST001037,14,81,0,6.0
CUST001038,54,118,1,9.0
CUST001039,10,45,1,7.0
CUST001040,35,275,0,
CUST001041,9,181,2,5.0
CUST001042,35,311,4,10.0
CUST001043,11,232,3,9.0
CUST001044,44,86,0,9.0
CUST001045,12,105,1,2.0
CUST001046,3,243,3,7.0
CUST001047,53,177,3,10.0
CUST001048,39,234,2,1.0
CUST001049,14,78,1,4.0
CUST001050,56,126,1,2.0
CUST001051,28,189,0,10.0
CUST001052,11,60,3,9.0
CUST001053,39,220,2,6.0
CUST001054,25,76,2,
CUST001055,21,91,3,3.0
CUST001056,10,116,1,4.0
CUST001057,43,280,1,2.0
CUST001058,15,167,3,5.0
CUST001059,19,126,3,9.0
CUST001060,48,233,3,6.0
CUST001061,22,114,1,2.0
CUST001062,21,100,0,6.0
CUST001063,52,151,3,9.0
CUST001064,44,72,2,4.0
CUST001065,32,349,2,1.0
CUST001066,50,167,3,2.0
CUST001067,23,72,2,5.0
CUST001068,13,348,6,10.0
CUST001069,5,353,1,7.0
CUST001070,4,11,3,8.0
CUST001071,28,298,3,3.0
CUST001072,14,229,1,9.0
CUST001073,8,126,1,2.0
CUST001074,9,153,1,4.0
CUST001075,57,162,1,4.0
CUST001076,51,278,3,6.0
CUST001077,35,179,2,10.0
CUST001078,37,144,2,6.0
CUST001079,21,139,0,3.0
CUST001080,58,206,1,
CUST001081,18,96,5,5.0
CUST001082,33,214,0,2.0
CUST001083,8,69,2,6.0
CUST001084,51,356,5,3.0
CUST001085,49,318,1,8.0
CUST001086,17,19,1,3.0
CUST001087,43,316,2,5.0
CUST001088,31,351,1,4.0
CUST001089,34,101,0,4.0
CUST001090,6,81,3,2.0
CUST001091,22,183,0,8.0
CUST001092,14,18,1,3.0
CUST001093,3,155,2,
CUST001094,12,341,2,6.0
CUST001095,36,129,0,9.0
CUST001096,12,315,3,4.0
CUST001097,45,161,2,3.0
CUST001098,2,119,0,5.0
CUST001099,2,332,3,9.0
CUST001100,15,173,3,1.0
CUST001101,23,153,2,5.0
CUST001102,29,20,4,4.0
CUST001103,17,34,1,5.0
CUST001104,32,314,2,7.0
CUST001105,7,60,3,
CUST001106,30,158,2,7.0
CUST001107,28,364,4,1.0
CUST001108,14,206,1,9.0
CUST001109,44,93,1,7.0
CUST001110,30,218,5,4.0
CUST001111,17,323,3,4.0
CUST001112,32,89,2,2.0
CUST001113,46,173,5,6.0
CUST001114,6,40,4,10.0
CUST001115,51,203,4,3.0
CUST001116,24,221,5,1.0
CUST001117,6,47,3,5.0
CUST001118,27,243,3,6.0
CUST001119,18,88,1,5.0
CUST001120,24,157,5,5.0
CUST001121,37,162,8,10.0
CUST001122,56,20,0,8.0
CUST001123,24,148,2,10.0
CUST001124,38,201,0,1.0
CUST001125,34,312,0,8.0
CUST001126,40,151,2,7.0
CUST001127,47,100,0,1.0
CUST001128,15,247,2,9.0
CUST001129,11,113,2,4.0
CUST001130,22,219,3,7.0
CUST001131,54,344,1,3.0
CUST001132,24,360,1,8.0
CUST001133,1,25,0,4.0
CUST001134,18,289,4,2.0
CUST001135,44,103,1,2.0
CUST001136,12,79,1,8.0
CUST001137,57,16,2,8.0
CUST001138,43,341,0,1.0
CUST001139,28,59,2,6.0
CUST001140,40,194,2,9.0
CUST001141,7,125,2,
CUST001142,23,32,0,2.0
CUST001143,21,178,4,8.0
CUST001144,34,219,5,8.0
CUST001145,11,100,2,4.0
CUST001146,22,103,1,4.0
CUST001147,42,118,1,5.0
CUST001148,35,243,2,10.0
CUST001149,52,119,1,7.0
CUST001150,29,7,2,1.0
CUST001151,42,10,3,9.0
CUST001152,28,316,2,3.0
CUST001153,59,281,2,
CUST001154,18,42,1,7.0
CUST001155,14,47,5,5.0
CUST001156,18,96,0,5.0
CUST001157,28,246,3,1.0
CUST001158,24,224,0,2.0
CUST001159,8,114,2,5.0
CUST001160,42,32,3,2.0
CUST001161,54,330,2,1.0
CUST001162,45,153,2,10.0
CUST001163,53,217,2,3.0
CUST001164,8,246,3,1.0
CUST001165,4,272,2,10.0
CUST001166,27,350,0,8.0
CUST001167,36,261,1,8.0
CUST001168,5,7,4,8.0
CUST001169,33,205,2,
CUST001170,49,264,2,7.0
CUST001171,34,289,1,2.0
CUST001172,30,318,1,9.0
CUST001173,8,202,2,7.0
CUST001174,39,116,1,5.0
CUST001175,47,212,1,
CUST001176,26,160,3,8.0
CUST001177,57,129,3,5.0
CUST001178,37,347,1,6.0
CUST001179,34,148,3,4.0
CUST001180,7,311,3,2.0
CUST001181,40,78,2,7.0
CUST001182,28,262,1,2.0
CUST001183,39,52,3,7.0
CUST001184,39,258,2,7.0
CUST001185,28,221,2,1.0
CUST001186,14,39,2,
CUST001187,53,248,3,10.0
CUST001188,50,288,1,3.0
CUST001189,38,254,3,3.0
CUST001190,4,116,1,
CUST001191,42,197,5,3.0
CUST001192,18,214,2,9.0
CUST001193,44,92,1,5.0
CUST001194,48,32,2,6.0
CUST001195,25,93,2,6.0
CUST001196,7,232,1,8.0
CUST001197,38,131,0,10.0
CUST001198,28,318,2,3.0
CUST001199,5,223,3,9.0
CUST001200,3,13,1,7.0
CUST001201,44,326,2,
CUST001202,31,21,4,
CUST001203,47,14,2,4.0
CUST001204,42,345,2,5.0
CUST001205,58,327,2,2.0
CUST001206,20,107,2,1.0
CUST001207,19,128,3,2.0
CUST001208,48,32,2,8.0
CUST001209,11,169,1,10.0
CUST001210,40,288,2,6.0
CUST001211,3,81,2,
CUST001212,23,182,1,2.0
CUST001213,7,358,2,9.0
CUST001214,23,190,0,8.0
CUST001215,7,255,4,4.0
CUST001216,46,341,3,10.0
CUST001217,34,299,2,7.0
CUST001218,42,166,5,3.0
CUST001219,19,256,4,6.0
CUST001220,58,198,2,3.0
CUST001221,9,213,1,10.0
CUST001222,48,45,0,3.0
CUST001223,51,302,0,
CUST001224,18,360,2,6.0
CUST001225,41,13,0,8.0
CUST001226,48,52,4,4.0
CUST001227,45,265,1,4.0
CUST001228,42,325,2,8.0
CUST001229,25,43,3,
CUST001230,52,7,2,5.0
CUST001231,14,230,5,2.0
CUST001232,44,44,1,6.0
CUST001233,25,172,0,1.0
CUST001234,19,102,3,7.0
CUST001235,39,223,2,9.0
CUST001236,55,68,3,
CUST001237,15,122,2,5.0
CUST001238,16,77,0,7.0
CUST001239,27,300,2,
CUST001240,40,296,1,10.0
CUST001241,10,205,3,4.0
CUST001242,4,318,3,1.0
CUST001243,51,171,1,6.0
CUST001244,19,218,0,9.0
CUST001245,28,305,3,
CUST001246,21,193,1,10.0
CUST001247,59,333,6,4.0
CUST001248,47,153,2,5.0
CUST001249,14,41,1,6.0
CUST001250,33,23,2,3.0
CUST001251,48,186,2,9.0
CUST001252,10,216,0,1.0
CUST001253,19,43,3,6.0
CUST001254,30,361,1,6.0
CUST001255,22,113,2,8.0
CUST001256,3,231,2,5.0
CUST001257,37,110,3,9.0
CUST001258,41,138,1,9.0
CUST001259,18,105,1,2.0
CUST001260,11,316,2,5.0
CUST001261,48,140,1,7.0
CUST001262,2,255,3,2.0
CUST001263,12,349,1,7.0
CUST001264,54,75,4,9.0
CUST001265,6,233,0,8.0
CUST001266,43,212,2,10.0
CUST001267,59,58,5,9.0
CUST001268,40,38,3,4.0
CUST001269,44,262,3,
CUST001270,29,212,2,9.0
CUST001271,59,138,4,10.0
CUST001272,30,282,3,
CUST001273,2,58,0,10.0
CUST001274,9,273,1,3.0
CUST001275,47,53,6,1.0
CUST001276,2,206,4,
CUST001277,29,5,5,10.0
CUST001278,33,323,3,6.0
CUST001279,10,107,3,1.0
CUST001280,34,243,0,5.0
CUST001281,44,148,2,6.0
CUST001282,55,179,2,9.0
CUST001283,8,174,3,6.0
CUST001284,37,323,1,4.0
CUST001285,54,139,5,
CUST001286,33,175,7,
CUST001287,47,253,3,7.0
CUST001288,6,250,2,5.0
CUST001289,44,136,4,6.0
CUST001290,40,22,1,10.0
CUST001291,45,38,0,8.0
CUST001292,19,27,2,
CUST001293,32,282,2,8.0
CUST001294,27,279,0,2.0
CUST001295,1,120,2,
CUST001296,43,253,0,8.0
CUST001297,52,359,1,2.0
CUST001298,33,65,0,8.0
CUST001299,40,74,2,5.0
CUST001300,32,303,1,9.0
CUST001301,5,317,1,
CUST001302,17,174,0,8.0
CUST001303,8,260,0,
CUST001304,57,285,1,7.0
CUST001305,42,73,0,8.0
CUST001306,34,79,7,6.0
CUST001307,9,44,1,9.0
CUST001308,56,233,4,2.0
CUST001309,23,3,2,3.0
CUST001310,35,79,4,2.0
CUST001311,50,181,2,6.0
CUST001312,7,139,2,3.0
CUST001313,15,303,2,1.0
CUST001314,53,7,4,4.0
CUST001315,54,324,1,
CUST001316,20,213,2,4.0
CUST001317,50,1,3,6.0
CUST001318,25,184,5,3.0
CUST001319,3,251,1,10.0
CUST001320,55,215,2,6.0
CUST001321,46,77,0,10.0
CUST001322,24,43,3,1.0
CUST001323,34,157,3,6.0
CUST001324,46,18,0,8.0
CUST001325,22,343,1,10.0
CUST001326,11,220,0,8.0
CUST001327,48,73,0,1.0
CUST001328,8,190,1,7.0
CUST001329,39,363,3,10.0
CUST001330,43,262,2,10.0
CUST001331,35,144,5,4.0
CUST001332,49,129,2,6.0
CUST001333,46,278,2,6.0
CUST001334,38,302,2,5.0
CUST001335,8,190,1,10.0
CUST001336,54,151,2,9.0
CUST001337,37,307,1,10.0
CUST001338,27,95,0,8.0
CUST001339,28,38,4,6.0
CUST001340,40,156,1,4.0
CUST001341,34,300,3,4.0
CUST001342,32,347,1,9.0
CUST001343,15,42,2,4.0
CUST001344,44,316,2,7.0
CUST001345,17,126,1,6.0
CUST001346,33,313,2,2.0
CUST001347,47,77,0,5.0
CUST001348,46,96,2,3.0
CUST001349,52,263,1,9.0
CUST001350,54,307,1,10.0
CUST001351,16,225,0,1.0
CUST001352,29,111,3,
CUST001353,9,238,1,
CUST001354,33,205,2,4.0
CUST001355,49,288,1,
CUST001356,29,263,5,1.0
CUST001357,13,76,1,2.0
CUST001358,21,143,4,1.0
CUST001359,58,315,1,1.0
CUST001360,21,85,0,1.0
CUST001361,5,252,3,3.0
CUST001362,10,333,3,4.0
CUST001363,6,232,2,10.0
CUST001364,56,295,3,2.0
CUST001365,51,319,2,1.0
CUST001366,57,130,2,5.0
CUST001367,13,285,1,6.0
CUST001368,1,317,2,2.0
CUST001369,20,29,3,
CUST001370,57,228,1,10.0
CUST001371,47,294,2,3.0
CUST001372,46,7,2,2.0
CUST001373,8,30,2,4.0
CUST001374,10,215,2,5.0
CUST001375,9,115,1,
CUST001376,49,215,2,6.0
CUST001377,41,164,0,9.0
CUST001378,3,170,3,3.0
CUST001379,11,221,3,10.0
CUST001380,12,260,1,9.0
CUST001381,10,212,3,
CUST001382,25,261,6,8.0
CUST001383,49,302,4,10.0
CUST001384,49,331,1,
CUST001385,25,130,1,7.0
CUST001386,11,105,0,9.0
CUST001387,54,54,0,10.0
CUST001388,36,108,2,2.0
CUST001389,39,315,1,5.0
CUST001390,53,289,2,3.0
CUST001391,26,255,5,7.0
CUST001392,14,278,5,3.0
CUST001393,39,47,2,5.0
CUST001394,56,134,3,5.0
CUST001395,40,24,2,
CUST001396,1,117,2,1.0
CUST001397,56,239,0,6.0
CUST001398,54,307,2,1.0
CUST001399,4,41,1,9.0
CUST001400,30,250,4,10.0
CUST001401,12,323,0,5.0
CUST001402,56,89,4,1.0
CUST001403,35,92,6,8.0
CUST001404,13,81,3,
CUST001405,52,130,2,4.0
CUST001406,31,91,2,
CUST001407,38,100,1,4.0
CUST001408,43,78,2,
CUST001409,23,43,2,
CUST001410,4,123,2,4.0
CUST001411,52,288,2,5.0
CUST001412,16,23,3,7.0
CUST001413,7,144,2,1.0
CUST001414,22,258,1,3.0
CUST001415,29,7,2,1.0
CUST001416,11,277,2,3.0
CUST001417,56,186,3,2.0
CUST001418,33,95,2,5.0
CUST001419,58,25,3,10.0
CUST001420,29,291,1,5.0
CUST001421,59,227,3,10.0
CUST001422,39,173,3,9.0
CUST001423,12,135,4,8.0
CUST001424,7,288,3,3.0
CUST001425,59,309,2,1.0
CUST001426,55,69,1,5.0
CUST001427,39,281,5,3.0
CUST001428,42,351,0,5.0
CUST001429,48,342,0,9.0
CUST001430,26,358,3,1.0
CUST001431,40,333,4,
CUST001432,9,231,2,9.0
CUST001433,41,342,5,3.0
CUST001434,34,317,1,
CUST001435,45,307,0,
CUST001436,13,258,3,9.0
CUST001437,55,173,2,5.0
CUST001438,55,32,2,3.0
CUST001439,36,200,1,9.0
CUST001440,25,80,2,7.0
CUST001441,24,353,2,7.0
CUST001442,44,75,5,
CUST001443,17,264,3,5.0
CUST001444,2,85,0,2.0
CUST001445,13,217,4,9.0
CUST001446,31,121,1,3.0
CUST001447,29,20,5,2.0
CUST001448,50,149,1,10.0
CUST001449,28,7,5,10.0
CUST001450,27,86,1,5.0
CUST001451,15,147,1,8.0
CUST001452,31,316,3,3.0
CUST001453,40,187,1,
CUST001454,15,325,1,9.0
CUST001455,33,301,2,2.0
CUST001456,20,318,3,8.0
CUST001457,42,193,1,10.0
CUST001458,12,282,4,7.0
CUST001459,37,188,0,3.0
CUST001460,9,18,2,1.0
CUST001461,23,315,1,6.0
CUST001462,8,149,2,2.0
CUST001463,32,46,2,3.0
CUST001464,48,12,2,5.0
CUST001465,14,230,3,8.0
CUST001466,27,113,3,2.0
CUST001467,25,160,3,6.0
CUST001468,13,227,2,
CUST001469,55,183,4,
CUST001470,21,55,3,4.0
CUST001471,45,266,6,1.0
CUST001472,31,35,3,9.0
CUST001473,37,80,1,9.0
CUST001474,48,6,2,3.0
CUST001475,58,127,7,6.0
CUST001476,43,68,2,7.0
CUST001477,54,190,1,4.0
CUST001478,5,244,5,6.0
CUST001479,13,9,3,9.0
CUST001480,28,157,5,10.0
CUST001481,43,71,2,6.0
CUST001482,25,134,0,7.0
CUST001483,51,300,0,6.0
CUST001484,35,320,1,7.0
CUST001485,47,249,2,1.0
CUST001486,39,323,3,6.0
CUST001487,7,44,2,9.0
CUST001488,38,116,2,
CUST001489,32,228,3,6.0
CUST001490,3,57,1,4.0
CUST001491,45,244,7,7.0
CUST001492,39,57,2,7.0
CUST001493,37,143,6,9.0
CUST001494,55,192,1,
CUST001495,50,7,0,8.0
CUST001496,22,275,1,8.0
CUST001497,8,134,6,8.0
CUST001498,17,39,2,8.0
CUST001499,52,193,2,6.0
CUST001500,27,327,1,8.0
CUST001501,33,25,1,6.0
CUST001502,46,102,1,10.0
CUST001503,17,151,1,2.0
CUST001504,42,217,2,3.0
CUST001505,12,230,2,6.0
CUST001506,48,267,2,7.0
CUST001507,46,162,0,4.0
CUST001508,27,287,1,1.0
CUST001509,48,166,4,4.0
CUST001510,8,247,5,6.0
CUST001511,23,174,2,8.0
CUST001512,42,9,4,4.0
CUST001513,49,276,0,10.0
CUST001514,59,59,3,1.0
CUST001515,29,85,6,5.0
CUST001516,50,150,0,
CUST001517,20,321,6,6.0
CUST001518,16,60,2,3.0
CUST001519,17,125,3,
CUST001520,16,41,3,4.0
CUST001521,19,337,0,5.0
CUST001522,56,173,1,7.0
CUST001523,56,260,1,2.0
CUST001524,8,326,1,4.0
CUST001525,38,173,2,4.0
CUST001526,38,186,6,6.0
CUST001527,53,241,2,
CUST001528,29,339,3,4.0
CUST001529,41,94,2,10.0
CUST001530,36,63,7,1.0
CUST001531,26,221,3,1.0
CUST001532,31,8,1,5.0
CUST001533,44,213,2,1.0
CUST001534,12,209,2,3.0
CUST001535,55,209,2,9.0
CUST001536,17,85,1,3.0
CUST001537,15,207,1,3.0
CUST001538,9,347,1,9.0
CUST001539,39,153,1,5.0
CUST001540,42,161,2,8.0
CUST001541,48,116,2,10.0
CUST001542,12,362,2,9.0
CUST001543,32,251,0,6.0
CUST001544,25,183,2,7.0
CUST001545,39,164,5,7.0
CUST001546,18,328,2,7.0
CUST001547,15,80,2,4.0
CUST001548,32,7,2,2.0
CUST001549,6,325,2,2.0
CUST001550,58,87,2,7.0
CUST001551,44,8,4,10.0
CUST001552,43,36,4,7.0
CUST001553,52,251,3,10.0
CUST001554,35,100,2,
CUST001555,34,79,1,
CUST001556,38,286,1,3.0
CUST001557,56,271,2,5.0
CUST001558,54,221,3,6.0
CUST001559,57,196,2,8.0
CUST001560,5,226,2,8.0
CUST001561,18,87,2,10.0
CUST001562,16,58,4,3.0
CUST001563,8,170,4,4.0
CUST001564,25,97,4,6.0
CUST001565,32,146,4,4.0
CUST001566,26,358,1,
CUST001567,52,18,1,4.0
CUST001568,22,184,0,
CUST001569,31,143,1,10.0
CUST001570,43,334,2,
CUST001571,10,62,4,2.0
CUST001572,56,163,2,2.0
CUST001573,57,40,2,
CUST001574,12,179,4,9.0
CUST001575,53,235,1,4.0
CUST001576,28,60,1,5.0
CUST001577,6,228,3,3.0
CUST001578,59,239,1,2.0
CUST001579,20,56,2,10.0
CUST001580,5,234,1,8.0
CUST001581,23,84,0,4.0
CUST001582,9,203,4,
CUST001583,58,41,1,6.0
CUST001584,59,17,2,
CUST001585,29,105,0,2.0
CUST001586,16,25,1,2.0
CUST001587,54,93,1,8.0
CUST001588,46,215,0,7.0
CUST001589,22,184,0,2.0
CUST001590,8,217,4,10.0
CUST001591,59,151,1,1.0
CUST001592,20,258,0,
CUST001593,51,301,0,10.0
CUST001594,14,119,4,2.0
CUST001595,39,134,4,
CUST001596,37,207,2,6.0
CUST001597,50,263,2,
CUST001598,34,322,1,1.0
CUST001599,11,190,1,2.0
CUST001600,54,158,1,10.0
CUST001601,40,76,5,4.0
CUST001602,33,52,0,2.0
CUST001603,31,226,5,
CUST001604,59,94,1,
CUST001605,54,292,1,3.0
CUST001606,44,291,0,6.0
CUST001607,34,322,1,9.0
CUST001608,50,178,2,8.0
CUST001609,7,106,2,2.0
CUST001610,58,76,0,3.0
CUST001611,49,4,3,
CUST001612,54,311,3,10.0
CUST001613,23,187,3,7.0
CUST001614,46,20,1,9.0
CUST001615,56,275,1,1.0
CUST001616,7,136,2,3.0
CUST001617,54,27,0,6.0
CUST001618,25,136,2,4.0
CUST001619,3,18,2,10.0
CUST001620,59,285,1,10.0
CUST001621,38,302,0,
CUST001622,20,138,3,9.0
CUST001623,34,232,2,
CUST001624,49,340,1,7.0
CUST001625,44,257,1,1.0
CUST001626,44,219,1,9.0
CUST001627,30,132,0,8.0
CUST001628,17,357,3,
CUST001629,59,256,3,5.0
CUST001630,10,96,2,4.0
CUST001631,35,274,2,1.0
CUST001632,20,334,1,9.0
CUST001633,18,301,6,8.0
CUST001634,45,15,1,2.0
CUST001635,44,179,3,4.0
CUST001636,27,260,1,4.0
CUST001637,59,88,2,7.0
CUST001638,59,94,1,3.0
CUST001639,49,333,0,8.0
CUST001640,36,28,2,7.0
CUST001641,23,185,1,10.0
CUST001642,32,75,2,4.0
CUST001643,10,54,1,9.0
CUST001644,11,321,3,
CUST001645,38,47,1,3.0
CUST001646,6,248,2,
CUST001647,59,234,3,6.0
CUST001648,41,118,6,8.0
CUST001649,47,260,4,5.0
CUST001650,34,230,2,6.0
CUST001651,36,290,2,1.0
CUST001652,37,241,0,8.0
CUST001653,17,332,2,1.0
CUST001654,40,182,4,3.0
CUST001655,40,317,1,2.0
CUST001656,54,101,2,6.0
CUST001657,12,248,1,
CUST001658,21,349,3,8.0
CUST001659,40,358,4,
CUST001660,19,113,1,7.0
CUST001661,3,221,1,8.0
CUST001662,18,339,2,5.0
CUST001663,53,148,3,
CUST001664,51,296,1,2.0
CUST001665,19,197,3,3.0
CUST001666,47,69,5,3.0
CUST001667,6,288,4,7.0
CUST001668,16,24,1,1.0
CUST001669,8,186,2,7.0
CUST001670,48,170,1,6.0
CUST001671,18,291,2,10.0
CUST001672,52,32,1,2.0
CUST001673,48,301,1,10.0
CUST001674,43,176,5,
CUST001675,39,364,1,9.0
CUST001676,49,342,3,2.0
CUST001677,49,177,3,4.0
CUST001678,12,290,4,
CUST001679,45,144,7,9.0
CUST001680,10,11,2,1.0
CUST001681,7,147,4,2.0
CUST001682,46,348,2,2.0
CUST001683,55,310,2,2.0
CUST001684,1,195,2,8.0
CUST001685,49,76,1,
CUST001686,36,160,1,10.0
CUST001687,21,100,6,8.0
CUST001688,37,116,2,
CUST001689,52,83,1,8.0
CUST001690,24,312,1,
CUST001691,55,63,6,8.0
CUST001692,25,132,4,1.0
CUST001693,7,248,2,3.0
CUST001694,42,131,1,10.0
CUST001695,17,158,2,
CUST001696,29,216,0,1.0
CUST001697,30,326,0,4.0
CUST001698,7,34,5,9.0
CUST001699,33,332,0,7.0
CUST001700,7,298,0,1.0
CUST001701,58,279,4,6.0
CUST001702,24,296,1,6.0
CUST001703,11,15,2,
CUST001704,9,115,3,6.0
CUST001705,12,57,3,10.0
CUST001706,35,142,2,2.0
CUST001707,4,207,5,8.0
CUST001708,36,140,3,7.0
CUST001709,28,107,0,6.0
CUST001710,57,291,5,10.0
CUST001711,13,78,2,6.0
CUST001712,23,2,3,
CUST001713,19,274,1,
CUST001714,42,35,2,10.0
CUST001715,37,265,0,10.0
CUST001716,39,218,2,2.0
CUST001717,24,67,1,
CUST001718,16,69,2,10.0
CUST001719,33,224,3,7.0
CUST001720,12,361,2,10.0
CUST001721,34,294,2,9.0
CUST001722,7,326,1,6.0
CUST001723,11,203,2,1.0
CUST001724,31,81,2,7.0
CUST001725,29,66,4,1.0
CUST001726,13,297,1,5.0
CUST001727,31,280,3,
CUST001728,2,261,1,10.0
CUST001729,39,277,2,10.0
CUST001730,15,6,2,9.0
CUST001731,57,132,0,1.0
CUST001732,11,265,1,6.0
CUST001733,34,325,3,3.0
CUST001734,39,68,3,9.0
CUST001735,4,126,2,3.0
CUST001736,11,315,1,2.0
CUST001737,29,171,1,8.0
CUST001738,2,336,0,3.0
CUST001739,16,29,1,5.0
CUST001740,39,176,2,6.0
CUST001741,13,307,0,10.0
CUST001742,37,292,3,10.0
CUST001743,17,332,2,1.0
CUST001744,21,105,4,7.0
CUST001745,44,45,1,7.0
CUST001746,19,101,4,5.0
CUST001747,7,226,2,9.0
CUST001748,38,104,1,2.0
CUST001749,8,262,5,
CUST001750,13,253,5,2.0
CUST001751,37,165,2,2.0
CUST001752,2,292,2,9.0
CUST001753,41,212,3,7.0
CUST001754,11,144,3,4.0
CUST001755,24,236,2,8.0
CUST001756,6,22,3,4.0
CUST001757,26,69,2,1.0
CUST001758,7,69,0,10.0
CUST001759,57,246,2,3.0
CUST001760,39,63,4,10.0
CUST001761,19,237,0,1.0
CUST001762,6,331,4,2.0
CUST001763,43,363,0,2.0
CUST001764,29,19,2,7.0
CUST001765,43,231,0,4.0
CUST001766,39,229,1,10.0
CUST001767,2,358,2,9.0
CUST001768,19,127,1,2.0
CUST001769,4,146,4,9.0
CUST001770,58,329,2,6.0
CUST001771,6,114,0,
CUST001772,49,243,1,8.0
CUST001773,57,145,4,
CUST001774,37,41,6,8.0
CUST001775,28,161,1,9.0
CUST001776,30,338,3,8.0
