Customer_ID,Age,Gender,Region
CUST000954,63.0,Female,North
CUST000955,51.0,Female,North
CUST000956,66.0,Male,North
CUST000957,31.0,Male,East
CUST000958,43.0,Female,East
CUST000959,62.0,Male,West
CUST000960,44.0,Male,East
CUST000961,26.0,Male,North
CUST000962,43.0,Male,South
CUST000963,64.0,Male,East
CUST000964,39.0,Male,East
CUST000965,64.0,Male,North
CUST000966,47.0,Female,East
CUST000967,,Male,West
CUST000968,65.0,Female,South
CUST000969,34.0,Female,North
CUST000970,43.0,Female,West
CUST000971,53.0,Male,North
CUST000972,18.0,Male,West
CUST000973,,Female,South
CUST000974,66.0,Male,South
CUST000975,,Female,West
CUST000976,69.0,Male,West
CUST000977,32.0,Male,West
CUST000978,64.0,Female,West
CUST000979,39.0,Female,West
CUST000980,31.0,Female,West
CUST000981,43.0,Male,South
CUST000982,45.0,Female,West
CUST000983,40.0,Male,East
CUST000984,31.0,Male,South
CUST000985,41.0,Male,North
CUST000986,19.0,Female,South
CUST000987,62.0,Female,North
CUST000988,43.0,Female,North
CUST000989,31.0,Male,East
CUST000990,68.0,Male,West
CUST000991,24.0,Female,West
CUST000992,20.0,Male,South
CUST000993,64.0,Male,West
CUST000994,40.0,Female,East
CUST000995,63.0,Female,South
CUST000996,60.0,Female,South
CUST000997,64.0,Male,South
CUST000998,62.0,Male,West
CUST000999,35.0,Male,West
CUST001000,55.0,Male,West
CUST001001,52.0,Male,South
CUST001002,68.0,Female,South
CUST001003,32.0,Male,North
CUST001004,42.0,Male,North
CUST001005,,Male,West
CUST001006,45.0,Female,South
CUST001007,27.0,Female,West
CUST001008,56.0,Female,West
CUST001009,34.0,Male,North
CUST001010,56.0,Female,East
CUST001011,39.0,Female,West
CUST001012,43.0,Female,East
CUST001013,,Male,East
CUST001014,42.0,Female,South
CUST001015,,Male,South
CUST001016,30.0,Male,West
CUST001017,37.0,Female,North
CUST001018,42.0,Male,North
CUST001019,,Female,West
CUST001020,27.0,Male,West
CUST001021,20.0,Female,North
CUST001022,58.0,Female,East
CUST001023,62.0,Female,West
CUST001024,35.0,Male,East
CUST001025,64.0,Female,West
CUST001026,53.0,Male,West
CUST001027,64.0,Female,East
CUST001028,39.0,Male,East
CUST001029,51.0,Male,North
CUST001030,64.0,Female,West
CUST001031,25.0,Female,South
CUST001032,57.0,Female,South
CUST001033,66.0,Female,West
CUST001034,61.0,Female,West
CUST001035,36.0,Male,West
CUST001036,59.0,Female,East
CUST001037,,Female,South
CUST001038,54.0,Male,South
CUST001039,23.0,Female,South
CUST001040,69.0,Female,West
CUST001041,43.0,Male,East
CUST001042,51.0,Female,West
CUST001043,62.0,Female,North
CUST001044,23.0,Female,North
CUST001045,54.0,Male,South
CUST001046,50.0,Female,West
CUST001047,39.0,Male,North
CUST001048,38.0,Female,North
CUST001049,23.0,Male,West
CUST001050,23.0,Female,East
CUST001051,65.0,Male,West
CUST001052,21.0,Male,West
CUST001053,47.0,Male,East
CUST001054,28.0,Male,South
CUST001055,47.0,Male,South
CUST001056,48.0,Male,South
CUST001057,41.0,Female,East
CUST001058,26.0,Female,North
CUST001059,20.0,Male,East
CUST001060,68.0,Male,West
CUST001061,48.0,Male,East
CUST001062,57.0,Male,North
CUST001063,54.0,Female,North
CUST001064,53.0,Male,West
CUST001065,41.0,Female,South
CUST001066,48.0,Female,North
CUST001067,,Male,North
CUST001068,19.0,Male,North
CUST001069,37.0,Female,West
CUST001070,45.0,Female,North
CUST001071,,Male,South
CUST001072,21.0,Male,West
CUST001073,32.0,Male,South
CUST001074,23.0,Female,North
CUST001075,66.0,Female,North
CUST001076,47.0,Male,South
CUST001077,55.0,Female,West
CUST001078,68.0,Female,West
CUST001079,19.0,Male,South
CUST001080,32.0,Male,North
CUST001081,28.0,Female,East
CUST001082,25.0,Female,South
CUST001083,43.0,Male,South
CUST001084,68.0,Male,South
CUST001085,62.0,Male,North
CUST001086,61.0,Male,West
CUST001087,,Male,North
CUST001088,23.0,Female,South
CUST001089,43.0,Female,North
CUST001090,21.0,Female,North
CUST001091,36.0,Female,South
CUST001092,37.0,Male,North
CUST001093,50.0,Male,East
CUST001094,37.0,Male,North
CUST001095,66.0,Female,North
CUST001096,,Female,West
CUST001097,,Female,West
CUST001098,18.0,Male,South
CUST001099,43.0,Female,South
CUST001100,31.0,Male,West
CUST001101,55.0,Male,East
CUST001102,54.0,Male,North
CUST001103,,Male,East
CUST001104,53.0,Male,East
CUST001105,30.0,Male,West
CUST001106,60.0,Female,South
CUST001107,20.0,Male,North
CUST001108,50.0,Male,South
CUST001109,23.0,Female,East
CUST001110,67.0,Male,East
CUST001111,27.0,Female,South
CUST001112,,Female,South
CUST001113,40.0,Female,West
CUST001114,27.0,Male,South
CUST001115,61.0,Male,South
CUST001116,,Female,West
CUST001117,30.0,Male,South
CUST001118,57.0,Male,East
CUST001119,19.0,Female,South
CUST001120,37.0,Female,North
CUST001121,18.0,Male,East
CUST001122,54.0,Female,West
CUST001123,26.0,Female,East
CUST001124,34.0,Female,West
CUST001125,26.0,Male,North
CUST001126,28.0,Male,North
CUST001127,32.0,Male,East
CUST001128,41.0,Female,South
CUST001129,55.0,Male,East
CUST001130,52.0,Female,East
CUST001131,47.0,Male,North
CUST001132,48.0,Male,West
CUST001133,66.0,Female,East
CUST001134,22.0,Male,South
CUST001135,61.0,Female,North
CUST001136,67.0,Male,East
CUST001137,31.0,Male,East
CUST001138,28.0,Female,South
CUST001139,26.0,Female,East
CUST001140,51.0,Female,East
CUST001141,29.0,Male,East
CUST001142,52.0,Male,East
CUST001143,52.0,Male,South
CUST001144,18.0,Female,East
CUST001145,57.0,Female,East
CUST001146,,Female,East
CUST001147,46.0,Male,North
CUST001148,25.0,Male,South
CUST001149,28.0,Female,North
CUST001150,58.0,Male,North
CUST001151,54.0,Female,South
CUST001152,31.0,Male,North
CUST001153,47.0,Male,North
CUST001154,52.0,Female,North
CUST001155,38.0,Male,South
CUST001156,54.0,Male,East
CUST001157,22.0,Female,West
CUST001158,36.0,Female,West
CUST001159,31.0,Male,South
CUST001160,,Female,West
CUST001161,21.0,Male,South
CUST001162,42.0,Female,South
CUST001163,62.0,Male,West
CUST001164,59.0,Male,North
CUST001165,42.0,Female,East
CUST001166,35.0,Male,West
CUST001167,57.0,Male,West
CUST001168,25.0,Female,West
CUST001169,56.0,Female,West
CUST001170,57.0,Male,South
CUST001171,31.0,Female,South
CUST001172,49.0,Female,East
CUST001173,68.0,Male,East
CUST001174,55.0,Male,West
CUST001175,50.0,Female,West
CUST001176,40.0,Female,West
CUST001177,32.0,Female,East
CUST001178,50.0,Male,West
CUST001179,,Male,North
CUST001180,34.0,Male,East
CUST001181,50.0,Male,North
CUST001182,64.0,Male,West
CUST001183,19.0,Male,South
CUST001184,31.0,Male,North
CUST001185,57.0,Female,East
CUST001186,,Female,North
CUST001187,68.0,Male,East
CUST001188,56.0,Male,West
CUST001189,68.0,Male,North
CUST001190,23.0,Female,South
CUST001191,23.0,Male,North
CUST001192,20.0,Female,South
CUST001193,24.0,Female,East
CUST001194,68.0,Female,West
CUST001195,25.0,Female,West
CUST001196,59.0,Female,South
CUST001197,69.0,Male,East
CUST001198,32.0,Male,West
CUST001199,64.0,Female,East
CUST001200,46.0,Male,South
CUST001201,50.0,Female,South
CUST001202,69.0,Female,North
CUST001203,47.0,Male,West
CUST001204,,Male,West
CUST001205,44.0,Male,North
CUST001206,53.0,Male,South
CUST001207,46.0,Male,South
CUST001208,55.0,Female,South
CUST001209,50.0,Male,South
CUST001210,54.0,Male,East
CUST001211,,Male,West
CUST001212,50.0,Female,West
CUST001213,21.0,Male,South
CUST001214,39.0,Female,South
CUST001215,19.0,Male,South
CUST001216,27.0,Male,West
CUST001217,22.0,Female,West
CUST001218,27.0,Male,South
CUST001219,50.0,Male,East
CUST001220,55.0,Female,North
CUST001221,30.0,Male,North
CUST001222,,Female,North
CUST001223,64.0,Female,West
CUST001224,53.0,Female,West
CUST001225,62.0,Female,North
CUST001226,41.0,Female,North
CUST001227,69.0,Male,East
CUST001228,32.0,Male,West
CUST001229,46.0,Male,West
CUST001230,25.0,Female,North
CUST001231,22.0,Female,East
CUST001232,46.0,Female,East
CUST001233,64.0,Female,North
CUST001234,21.0,Male,North
CUST001235,29.0,Male,West
CUST001236,62.0,Female,North
CUST001237,19.0,Female,South
CUST001238,44.0,Male,East
CUST001239,48.0,Female,North
CUST001240,68.0,Female,South
CUST001241,68.0,Female,East
CUST001242,53.0,Male,South
CUST001243,,Male,South
CUST001244,43.0,Female,North
CUST001245,,Male,East
CUST001246,44.0,Female,South
CUST001247,22.0,Female,West
CUST001248,37.0,Male,East
CUST001249,28.0,Female,West
CUST001250,27.0,Female,North
CUST001251,57.0,Male,West
CUST001252,,Female,East
CUST001253,23.0,Female,South
CUST001254,25.0,Female,South
CUST001255,40.0,Male,East
CUST001256,64.0,Female,South
CUST001257,43.0,Male,West
CUST001258,63.0,Female,South
CUST001259,60.0,Female,South
CUST001260,29.0,Female,West
CUST001261,43.0,Female,West
CUST001262,30.0,Male,West
CUST001263,57.0,Male,North
CUST001264,35.0,Female,West
CUST001265,42.0,Female,West
CUST001266,50.0,Female,North
CUST001267,64.0,Female,South
CUST001268,,Female,West
CUST001269,60.0,Female,East
CUST001270,29.0,Female,West
CUST001271,61.0,Female,West
CUST001272,53.0,Male,North
CUST001273,65.0,Male,East
CUST001274,21.0,Male,South
CUST001275,22.0,Female,South
CUST001276,54.0,Female,East
CUST001277,25.0,Female,West
CUST001278,59.0,Male,North
CUST001279,,Female,East
CUST001280,45.0,Male,East
CUST001281,48.0,Female,South
CUST001282,26.0,Male,North
CUST001283,68.0,Male,East
CUST001284,46.0,Male,North
CUST001285,31.0,Female,West
CUST001286,,Male,South
CUST001287,58.0,Female,West
CUST001288,39.0,Female,North
CUST001289,28.0,Female,West
CUST001290,40.0,Female,South
CUST001291,18.0,Female,North
CUST001292,,Male,East
CUST001293,54.0,Female,West
CUST001294,38.0,Female,South
CUST001295,43.0,Female,East
CUST001296,63.0,Female,South
CUST001297,53.0,Female,North
CUST001298,40.0,Male,North
CUST001299,18.0,Male,West
CUST001300,68.0,Female,South
CUST001301,57.0,Male,South
CUST001302,32.0,Male,South
CUST001303,38.0,Female,North
CUST001304,64.0,Male,West
CUST001305,26.0,Female,South
CUST001306,26.0,Male,South
CUST001307,27.0,Male,East
CUST001308,69.0,Male,South
CUST001309,43.0,Female,West
CUST001310,,Male,East
CUST001311,52.0,Male,East
CUST001312,69.0,Female,East
CUST001313,42.0,Female,North
CUST001314,43.0,Male,East
CUST001315,28.0,Female,South
CUST001316,55.0,Male,North
CUST001317,19.0,Male,North
CUST001318,,Female,North
CUST001319,35.0,Female,North
CUST001320,,Female,North
CUST001321,51.0,Male,North
CUST001322,44.0,Female,North
CUST001323,,Male,East
CUST001324,,Female,West
CUST001325,61.0,Male,South
CUST001326,68.0,Female,South
CUST001327,41.0,Male,East
CUST001328,,Female,East
CUST001329,24.0,Male,North
CUST001330,69.0,Female,West
CUST001331,23.0,Female,North
CUST001332,41.0,Male,East
CUST001333,50.0,Female,North
CUST001334,66.0,Male,South
CUST001335,46.0,Male,South
CUST001336,60.0,Female,North
CUST001337,39.0,Male,West
CUST001338,43.0,Female,North
CUST001339,45.0,Female,North
CUST001340,67.0,Male,West
CUST001341,38.0,Female,West
CUST001342,66.0,Male,West
CUST001343,24.0,Male,South
CUST001344,34.0,Female,North
CUST001345,37.0,Female,East
CUST001346,58.0,Male,West
CUST001347,66.0,Male,West
CUST001348,37.0,Female,North
CUST001349,39.0,Female,East
CUST001350,45.0,Female,North
CUST001351,57.0,Female,North
CUST001352,66.0,Male,West
CUST001353,24.0,Female,West
CUST001354,18.0,Male,South
CUST001355,49.0,Male,East
CUST001356,30.0,Female,East
CUST001357,47.0,Male,West
CUST001358,,Female,West
CUST001359,68.0,Male,West
CUST001360,,Female,East
CUST001361,49.0,Male,South
CUST001362,47.0,Male,East
CUST001363,46.0,Female,West
CUST001364,66.0,Female,West
CUST001365,62.0,Male,South
CUST001366,46.0,Male,North
CUST001367,47.0,Female,North
CUST001368,33.0,Male,East
CUST001369,57.0,Female,North
CUST001370,36.0,Male,North
CUST001371,35.0,Female,East
CUST001372,18.0,Male,West
CUST001373,31.0,Female,North
CUST001374,68.0,Female,West
CUST001375,64.0,Male,East
CUST001376,67.0,Female,West
CUST001377,19.0,Male,West
CUST001378,45.0,Female,East
CUST001379,66.0,Female,West
CUST001380,67.0,Female,North
CUST001381,47.0,Male,North
CUST001382,55.0,Female,North
CUST001383,68.0,Male,North
CUST001384,21.0,Female,West
CUST001385,18.0,Male,North
CUST001386,25.0,Male,West
CUST001387,,Male,South
CUST001388,56.0,Female,West
CUST001389,20.0,Male,North
CUST001390,49.0,Female,South
CUST001391,27.0,Male,East
CUST001392,27.0,Male,West
CUST001393,36.0,Male,North
CUST001394,63.0,Male,North
CUST001395,51.0,Female,North
CUST001396,50.0,Male,East
CUST001397,40.0,Male,South
CUST001398,45.0,Female,South
CUST001399,49.0,Male,North
CUST001400,67.0,Male,West
CUST001401,24.0,Male,North
CUST001402,,Male,North
CUST001403,25.0,Female,West
CUST001404,18.0,Female,North
CUST001405,20.0,Male,East
CUST001406,,Female,North
CUST001407,40.0,Female,East
CUST001408,25.0,Male,North
CUST001409,,Female,South
CUST001410,54.0,Male,West
CUST001411,20.0,Female,South
CUST001412,68.0,Female,North
CUST001413,50.0,Female,North
CUST001414,45.0,Male,East
CUST001415,64.0,Female,North
CUST001416,25.0,Male,North
CUST001417,,Male,North
CUST001418,52.0,Female,South
CUST001419,49.0,Male,East
CUST001420,41.0,Female,South
CUST001421,31.0,Male,East
CUST001422,49.0,Male,South
CUST001423,63.0,Female,North
CUST001424,60.0,Female,South
CUST001425,33.0,Female,South
CUST001426,,Female,East
CUST001427,69.0,Male,East
CUST001428,54.0,Male,South
CUST001429,,Male,East
CUST001430,31.0,Female,East
CUST001431,48.0,Male,East
CUST001432,65.0,Female,West
CUST001433,35.0,Male,East
CUST001434,24.0,Female,West
CUST001435,27.0,Male,West
CUST001436,24.0,Male,East
CUST001437,50.0,Female,South
CUST001438,40.0,Male,East
CUST001439,38.0,Female,North
CUST001440,36.0,Male,South
CUST001441,65.0,Male,West
CUST001442,36.0,Female,West
CUST001443,53.0,Female,South
CUST001444,46.0,Male,South
CUST001445,35.0,Male,East
CUST001446,19.0,Male,West
CUST001447,18.0,Male,North
CUST001448,64.0,Male,East
CUST001449,22.0,Male,South
CUST001450,37.0,Female,West
CUST001451,28.0,Female,South
CUST001452,,Female,South
CUST001453,,Male,South
CUST001454,20.0,Male,East
CUST001455,40.0,Male,North
CUST001456,29.0,Female,North
CUST001457,37.0,Female,West
CUST001458,22.0,Male,South
CUST001459,,Male,North
CUST001460,,Female,South
CUST001461,47.0,Female,West
CUST001462,26.0,Female,South
CUST001463,51.0,Male,North
CUST001464,61.0,Male,South
CUST001465,52.0,Male,North
CUST001466,69.0,Female,West
CUST001467,39.0,Female,South
CUST001468,61.0,Male,North
CUST001469,41.0,Male,West
CUST001470,34.0,Female,South
CUST001471,27.0,Male,West
CUST001472,,Female,North
CUST001473,63.0,Female,South
CUST001474,40.0,Male,South
CUST001475,49.0,Female,South
CUST001476,34.0,Male,West
CUST001477,67.0,Female,West
CUST001478,68.0,Female,North
CUST001479,34.0,Male,East
CUST001480,31.0,Female,South
CUST001481,26.0,Male,South
CUST001482,57.0,Male,North
CUST001483,,Female,South
CUST001484,62.0,Male,West
CUST001485,,Male,West
CUST001486,56.0,Male,South
CUST001487,26.0,Male,South
CUST001488,39.0,Male,West
CUST001489,60.0,Male,South
CUST001490,63.0,Female,West
CUST001491,21.0,Male,East
CUST001492,43.0,Female,East
CUST001493,46.0,Female,South
CUST001494,62.0,Male,South
CUST001495,,Female,South
CUST001496,40.0,Female,West
CUST001497,54.0,Male,East
CUST001498,,Male,East
CUST001499,23.0,Male,North
CUST001500,35.0,Female,North
CUST001501,38.0,Female,South
CUST001502,59.0,Male,West
CUST001503,53.0,Male,South
CUST001504,58.0,Female,East
CUST001505,55.0,Female,South
CUST001506,51.0,Female,South
CUST001507,34.0,Female,East
CUST001508,54.0,Male,East
CUST001509,42.0,Female,East
CUST001510,55.0,Female,East
CUST001511,29.0,Female,North
CUST001512,40.0,Female,West
CUST001513,59.0,Male,West
CUST001514,39.0,Male,East
CUST001515,38.0,Female,West
CUST001516,44.0,Female,West
CUST001517,48.0,Male,West
CUST001518,23.0,Male,West
CUST001519,44.0,Female,East
CUST001520,57.0,Female,South
CUST001521,,Male,South
CUST001522,29.0,Male,South
CUST001523,62.0,Male,North
CUST001524,,Male,West
CUST001525,27.0,Male,East
CUST001526,62.0,Male,East
CUST001527,34.0,Female,North
CUST001528,43.0,Male,East
CUST001529,38.0,Male,South
CUST001530,45.0,Male,North
CUST001531,63.0,Male,East
CUST001532,19.0,Female,North
CUST001533,60.0,Female,North
CUST001534,18.0,Male,East
CUST001535,,Female,South
CUST001536,53.0,Female,East
CUST001537,68.0,Female,West
CUST001538,43.0,Female,West
CUST001539,46.0,Female,East
CUST001540,38.0,Female,South
CUST001541,28.0,Male,West
CUST001542,57.0,Male,West
CUST001543,28.0,Male,East
CUST001544,53.0,Male,East
CUST001545,66.0,Male,East
CUST001546,56.0,Female,North
CUST001547,,Male,North
CUST001548,,Male,North
CUST001549,51.0,Female,East
CUST001550,64.0,Female,South
CUST001551,41.0,Male,West
CUST001552,39.0,Female,North
CUST001553,22.0,Female,South
CUST001554,50.0,Female,East
CUST001555,,Female,North
CUST001556,64.0,Male,East
CUST001557,37.0,Female,South
CUST001558,36.0,Male,North
CUST001559,52.0,Male,North
CUST001560,69.0,Female,North
CUST001561,60.0,Female,North
CUST001562,34.0,Female,South
CUST001563,62.0,Male,North
CUST001564,60.0,Female,West
CUST001565,51.0,Female,West
CUST001566,26.0,Female,East
CUST001567,43.0,Female,North
CUST001568,19.0,Female,West
CUST001569,26.0,Male,West
CUST001570,26.0,Female,West
CUST001571,,Female,South
CUST001572,34.0,Female,North
CUST001573,18.0,Male,South
CUST001574,,Female,South
CUST001575,60.0,Male,West
CUST001576,57.0,Male,West
CUST001577,59.0,Female,East
CUST001578,,Female,North
CUST001579,56.0,Female,North
CUST001580,52.0,Male,West
CUST001581,20.0,Male,West
CUST001582,67.0,Male,North
CUST001583,54.0,Male,East
CUST001584,,Male,West
CUST001585,,Male,East
CUST001586,68.0,Female,South
CUST001587,,Female,West
CUST001588,55.0,Male,South
CUST001589,51.0,Female,West
CUST001590,29.0,Female,South
CUST001591,36.0,Male,West
CUST001592,54.0,Male,East
CUST001593,61.0,Female,East
CUST001594,66.0,Male,East
CUST001595,34.0,Male,South
CUST001596,27.0,Female,East
CUST001597,66.0,Male,South
CUST001598,64.0,Female,West
CUST001599,29.0,Female,South
CUST001600,33.0,Female,West
CUST001601,41.0,Female,North
CUST001602,36.0,Female,North
CUST001603,25.0,Male,North
CUST001604,48.0,Male,South
CUST001605,38.0,Male,North
CUST001606,,Male,North
CUST001607,,Female,North
CUST001608,54.0,Female,West
CUST001609,33.0,Male,East
CUST001610,23.0,Female,South
CUST001611,25.0,Male,North
CUST001612,42.0,Male,West
CUST001613,35.0,Male,East
CUST001614,42.0,Female,East
CUST001615,29.0,Female,East
CUST001616,32.0,Female,West
CUST001617,43.0,Female,North
CUST001618,58.0,Male,East
CUST001619,62.0,Female,West
CUST001620,,Female,West
CUST001621,64.0,Female,South
CUST001622,49.0,Male,West
CUST001623,27.0,Male,East
CUST001624,33.0,Female,East
CUST001625,24.0,Female,West
CUST001626,34.0,Female,East
CUST001627,40.0,Female,West
CUST001628,43.0,Male,East
CUST001629,38.0,Female,South
CUST001630,39.0,Female,North
CUST001631,24.0,Female,South
CUST001632,31.0,Male,South
CUST001633,32.0,Male,North
CUST001634,24.0,Female,East
CUST001635,26.0,Female,North
CUST001636,68.0,Female,West
CUST001637,65.0,Female,North
CUST001638,25.0,Female,South
CUST001639,67.0,Male,North
CUST001640,,Male,East
CUST001641,46.0,Male,South
CUST001642,35.0,Female,West
CUST001643,,Male,East
CUST001644,47.0,Male,South
CUST001645,69.0,Male,West
CUST001646,,Female,East
CUST001647,52.0,Female,West
CUST001648,35.0,Male,North
CUST001649,59.0,Female,North
CUST001650,56.0,Male,West
CUST001651,34.0,Male,North
CUST001652,31.0,Male,West
CUST001653,48.0,Male,East
CUST001654,,Female,South
CUST001655,52.0,Female,West
CUST001656,61.0,Female,South
CUST001657,62.0,Female,South
CUST001658,51.0,Male,West
CUST001659,20.0,Female,North
CUST001660,54.0,Male,East
CUST001661,60.0,Female,South
CUST001662,,Female,East
CUST001663,43.0,Female,South
CUST001664,40.0,Male,West
CUST001665,61.0,Male,North
CUST001666,56.0,Male,East
CUST001667,,Male,South
CUST001668,66.0,Female,West
CUST001669,21.0,Male,West
CUST001670,46.0,Male,South
CUST001671,39.0,Female,South
CUST001672,42.0,Female,South
CUST001673,30.0,Male,North
CUST001674,35.0,Female,South
CUST001675,50.0,Male,South
CUST001676,33.0,Female,North
CUST001677,62.0,Male,West
CUST001678,59.0,Male,South
CUST001679,61.0,Male,East
CUST001680,19.0,Male,West
CUST001681,52.0,Male,East
CUST001682,59.0,Female,South
CUST001683,51.0,Male,North
CUST001684,47.0,Male,North
CUST001685,30.0,Male,North
CUST001686,30.0,Male,South
CUST001687,35.0,Male,South
CUST001688,49.0,Female,East
CUST001689,49.0,Female,North
CUST001690,52.0,Male,South
CUST001691,,Female,West
CUST001692,63.0,Male,South
CUST001693,69.0,Female,South
CUST001694,46.0,Female,West
CUST001695,66.0,Male,North
CUST001696,46.0,Female,West
CUST001697,61.0,Female,North
CUST001698,33.0,Male,West
CUST001699,61.0,Male,East
CUST001700,64.0,Female,North
CUST001701,27.0,Female,South
CUST001702,47.0,Female,East
CUST001703,42.0,Male,North
CUST001704,56.0,Female,North
CUST001705,37.0,Female,North
CUST001706,,Female,West
CUST001707,18.0,Male,North
CUST001708,47.0,Male,South
CUST001709,66.0,Male,North
CUST001710,20.0,Male,South
CUST001711,62.0,Female,South
CUST001712,31.0,Male,South
CUST001713,47.0,Female,East
CUST001714,67.0,Female,South
CUST001715,21.0,Female,West
CUST001716,35.0,Female,North
CUST001717,54.0,Male,West
CUST001718,42.0,Male,East
CUST001719,65.0,Male,North
CUST001720,18.0,Male,South
CUST001721,63.0,Male,North
CUST001722,32.0,Female,East
CUST001723,26.0,Male,East
CUST001724,32.0,Male,West
CUST001725,66.0,Male,North
CUST001726,41.0,Male,North
CUST001727,21.0,Female,North
CUST001728,29.0,Female,West
CUST001729,54.0,Female,East
CUST001730,54.0,Female,South
CUST001731,60.0,Female,North
CUST001732,23.0,Male,West
CUST001733,56.0,Female,West
CUST001734,63.0,Female,South
CUST001735,,Female,East
CUST001736,28.0,Male,North
CUST001737,,Male,North
CUST001738,51.0,Female,West
CUST001739,42.0,Male,East
CUST001740,24.0,Male,North
CUST001741,69.0,Female,South
CUST001742,,Male,East
CUST001743,25.0,Male,East
CUST001744,37.0,Male,West
CUST001745,46.0,Female,West
CUST001746,68.0,Female,North
CUST001747,,Female,West
CUST001748,63.0,Male,East
CUST001749,27.0,Female,North
CUST001750,,Male,North
CUST001751,51.0,Male,East
CUST001752,43.0,Male,North
CUST001753,58.0,Female,South
CUST001754,66.0,Female,South
CUST001755,20.0,Female,North
CUST001756,23.0,Female,West
CUST001757,22.0,Male,South
CUST001758,22.0,Female,North
CUST001759,64.0,Male,South
CUST001760,40.0,Female,West
CUST001761,66.0,Female,East
CUST001762,26.0,Female,North
CUST001763,52.0,Male,North
CUST001764,37.0,Male,North
CUST001765,66.0,Male,North
CUST001766,59.0,Male,North
CUST001767,52.0,Male,North
CUST001768,67.0,Female,West
CUST001769,35.0,Male,East
CUST001770,34.0,Male,West
CUST001771,,Male,West
CUST001772,20.0,Male,East
CUST001773,49.0,Female,West
CUST001774,52.0,Male,South
CUST001775,55.0,Female,West
CUST001776,30.0,Female,North
CUST001777,64.0,Female,South
CUST001778,42.0,Male,South
CUST001779,26.0,Female,East
CUST001780,21.0,Male,West
CUST001781,31.0,Male,West
CUST001782,54.0,Male,South
CUST001783,,Male,West
CUST001784,28.0,Male,West
CUST001785,58.0,Female,East
CUST001786,20.0,Female,South
CUST001787,45.0,Male,North
CUST001788,,Female,South
CUST001789,26.0,Male,East
CUST001790,20.0,Female,East
CUST001791,42.0,Female,East
CUST001792,51.0,Female,West
CUST001793,,Female,South
CUST001794,59.0,Female,West
CUST001795,26.0,Male,West
CUST001796,32.0,Male,South
CUST001797,57.0,Female,East
CUST001798,42.0,Male,North
CUST001799,22.0,Female,North
CUST001800,28.0,Male,South
CUST001801,51.0,Female,South
CUST001802,41.0,Female,East
CUST001803,32.0,Female,South
CUST001804,55.0,Male,South
CUST001805,25.0,Male,East
CUST001806,22.0,Female,East
CUST001807,65.0,Female,West
CUST001808,43.0,Male,South
CUST001809,35.0,Male,North
CUST001810,23.0,Male,South
CUST001811,,Male,North
CUST001812,65.0,Male,North
CUST001813,30.0,Female,North
CUST001814,45.0,Male,West
CUST001815,,Female,East
CUST001816,30.0,Female,East
CUST001817,34.0,Male,West
CUST001818,67.0,Male,East
CUST001819,57.0,Female,West
CUST001820,62.0,Male,South
CUST001821,49.0,Female,West
CUST001822,46.0,Male,East
CUST001823,68.0,Male,East
CUST001824,20.0,Male,South
CUST001825,57.0,Female,West
CUST001826,51.0,Male,South
CUST001827,57.0,Female,North
CUST001828,,Male,West
CUST001829,30.0,Female,South
CUST001830,62.0,Male,South
CUST001831,50.0,Female,East
CUST001832,23.0,Female,West
CUST001833,41.0,Female,North
CUST001834,36.0,Female,North
CUST001835,33.0,Female,West
CUST001836,57.0,Female,West
CUST001837,45.0,Male,South
CUST001838,50.0,Female,East
CUST001839,65.0,Female,East
CUST001840,58.0,Female,East
CUST001841,30.0,Male,West
CUST001842,60.0,Male,East
CUST001843,62.0,Male,South
CUST001844,42.0,Female,West
CUST001845,59.0,Male,West
CUST001846,53.0,Male,East
CUST001847,44.0,Female,North
CUST001848,55.0,Female,North
CUST001849,24.0,Male,South
CUST001850,22.0,Female,East
CUST001851,60.0,Female,East
CUST001852,62.0,Female,West
CUST001853,68.0,Female,West
CUST001854,48.0,Male,East
CUST001855,40.0,Female,West
CUST001856,59.0,Male,East
CUST001857,,Male,South
CUST001858,49.0,Male,West
CUST001859,,Male,East
CUST001860,47.0,Female,West
CUST001861,56.0,Female,South
CUST001862,48.0,Female,West
CUST001863,35.0,Male,East
CUST001864,53.0,Male,West
CUST001865,19.0,Male,West
CUST001866,31.0,Female,East
CUST001867,30.0,Male,North
CUST001868,46.0,Female,West
CUST001869,29.0,Female,West
CUST001870,56.0,Female,South
CUST001871,,Female,North
CUST001872,49.0,Male,South
CUST001873,30.0,Female,East
CUST001874,63.0,Male,East
CUST001875,44.0,Female,South
CUST001876,66.0,Male,West
CUST001877,58.0,Male,North
CUST001878,34.0,Female,South
CUST001879,57.0,Female,South
CUST001880,48.0,Female,East
CUST001881,51.0,Male,West
CUST001882,41.0,Female,North
CUST001883,62.0,Female,South
CUST001884,52.0,Male,North
CUST001885,65.0,Female,North
CUST001886,23.0,Male,South
CUST001887,36.0,Female,North
CUST001888,47.0,Male,East
CUST001889,24.0,Male,West
CUST001890,27.0,Female,West
CUST001891,58.0,Male,West
CUST001892,49.0,Female,East
CUST001893,51.0,Female,East
CUST001894,45.0,Male,East
CUST001895,32.0,Female,West
CUST001896,47.0,Male,North
CUST001897,54.0,Male,East
CUST001898,46.0,Male,South
CUST001899,39.0,Male,East
CUST001900,21.0,Male,South
CUST001901,37.0,Male,West
CUST001902,49.0,Male,South
CUST001903,53.0,Male,East
