Customer_ID,Payment_Method,Monthly_Spend,Discount_Offered
CUST000710,PayPal,42.5,7.73
CUST000711,PayPal,32.13,18.18
CUST000712,PayPal,45.15,15.59
CUST000713,Debit Card,45.56,18.13
CUST000714,Debit Card,39.97,7.09
CUST000715,Debit Card,57.4,10.98
CUST000716,Debit Card,42.71,9.25
CUST000717,PayPal,25.53,5.15
CUST000718,Debit Card,24.08,9.27
CUST000719,Debit Card,51.61,10.69
CUST000720,Credit Card,43.39,6.38
CUST000721,Debit Card,44.14,13.5
CUST000722,Debit Card,52.1,10.75
CUST000723,PayPal,50.79,5.7
CUST000724,Debit Card,61.95,15.56
CUST000725,Debit Card,38.58,15.94
CUST000726,PayPal,45.59,17.52
CUST000727,Debit Card,38.67,12.28
CUST000728,PayPal,38.44,19.53
CUST000729,Debit Card,54.08,18.71
CUST000730,Credit Card,39.83,13.27
CUST000731,Credit Card,48.55,11.67
CUST000732,Debit Card,31.49,5.05
CUST000733,Credit Card,56.49,15.66
CUST000734,PayPal,49.94,13.47
CUST000735,Debit Card,56.13,19.06
CUST000736,PayPal,38.98,13.91
CUST000737,Credit Card,58.25,19.89
CUST000738,PayPal,57.23,17.81
CUST000739,Credit Card,53.06,19.3
CUST000740,Credit Card,46.54,9.91
CUST000741,Credit Card,48.27,7.24
CUST000742,PayPal,43.83,16.95
CUST000743,Credit Card,54.2,16.79
CUST000744,Debit Card,32.78,8.17
CUST000745,Credit Card,53.28,16.47
CUST000746,Debit Card,50.59,13.73
CUST000747,Debit Card,45.21,6.64
CUST000748,Debit Card,57.97,12.53
CUST000749,Debit Card,41.21,18.97
CUST000750,PayPal,62.79,12.6
CUST000751,Debit Card,58.17,16.83
CUST000752,Credit Card,46.7,5.43
CUST000753,Debit Card,44.84,15.92
CUST000754,Credit Card,48.15,19.2
CUST000755,PayPal,36.86,12.49
CUST000756,Debit Card,46.72,10.07
CUST000757,Credit Card,43.62,14.7
CUST000758,PayPal,37.68,18.74
CUST000759,PayPal,42.07,7.65
CUST000760,Credit Card,61.83,11.06
CUST000761,Debit Card,36.57,7.34
CUST000762,PayPal,39.46,12.45
CUST000763,Credit Card,40.11,13.11
CUST000764,Debit Card,63.67,19.16
CUST000765,PayPal,52.55,11.19
CUST000766,Credit Card,27.63,13.5
CUST000767,PayPal,37.44,18.28
CUST000768,PayPal,31.63,9.82
CUST000769,Credit Card,54.31,15.11
CUST000770,PayPal,30.02,16.36
CUST000771,Credit Card,45.74,9.96
CUST000772,Debit Card,31.08,7.47
CUST000773,Credit Card,41.71,12.54
CUST000774,Debit Card,58.3,10.35
CUST000775,PayPal,44.69,9.0
CUST000776,Credit Card,61.22,19.6
CUST000777,Credit Card,55.27,12.53
CUST000778,Credit Card,56.63,17.85
CUST000779,Credit Card,43.34,7.93
CUST000780,Debit Card,44.0,19.09
CUST000781,Debit Card,41.08,16.92
CUST000782,PayPal,61.68,17.13
CUST000783,PayPal,48.7,10.85
CUST000784,PayPal,57.45,12.28
CUST000785,PayPal,41.09,13.9
CUST000786,Credit Card,68.6,16.85
CUST000787,Debit Card,43.2,17.74
CUST000788,Debit Card,54.97,6.17
CUST000789,Debit Card,42.08,18.56
CUST000790,Debit Card,41.32,19.06
CUST000791,PayPal,42.48,13.89
CUST000792,Credit Card,48.39,7.8
CUST000793,Debit Card,53.59,17.28
CUST000794,Credit Card,34.9,13.23
CUST000795,Credit Card,61.51,17.26
CUST000796,Credit Card,55.46,17.22
CUST000797,Credit Card,39.34,6.3
CUST000798,Debit Card,43.54,14.11
CUST000799,Debit Card,48.28,12.25
CUST000800,Debit Card,50.87,19.19
CUST000801,PayPal,51.74,9.45
CUST000802,Debit Card,33.74,8.09
CUST000803,PayPal,46.74,18.46
CUST000804,PayPal,50.4,7.23
CUST000805,PayPal,44.13,15.3
CUST000806,Debit Card,33.38,9.5
CUST000807,Debit Card,50.95,13.52
CUST000808,Debit Card,60.35,14.24
CUST000809,PayPal,55.17,11.26
CUST000810,PayPal,52.46,19.62
CUST000811,Credit Card,49.78,6.98
CUST000812,PayPal,48.52,10.87
CUST000813,PayPal,47.37,11.46
CUST000814,Debit Card,46.14,14.47
CUST000815,Credit Card,59.64,11.11
CUST000816,Credit Card,54.64,6.46
CUST000817,Credit Card,32.99,19.21
CUST000818,Debit Card,58.61,11.24
CUST000819,Credit Card,51.19,10.14
CUST000820,Credit Card,42.23,11.7
CUST000821,Debit Card,36.1,8.25
CUST000822,Credit Card,41.99,6.5
CUST000823,PayPal,53.94,7.23
CUST000824,PayPal,40.51,7.5
CUST000825,PayPal,50.77,7.97
CUST000826,PayPal,42.48,11.3
CUST000827,PayPal,39.37,14.36
CUST000828,PayPal,50.88,14.43
CUST000829,PayPal,27.34,5.0
CUST000830,PayPal,48.52,18.81
CUST000831,PayPal,52.5,17.34
CUST000832,Debit Card,64.6,19.46
CUST000833,Debit Card,48.66,10.4
CUST000834,PayPal,47.5,14.97
CUST000835,Debit Card,42.48,7.52
CUST000836,Debit Card,40.08,17.26
CUST000837,PayPal,41.79,7.42
CUST000838,PayPal,38.29,9.89
CUST000839,Debit Card,46.19,12.36
CUST000840,PayPal,50.48,13.92
CUST000841,PayPal,37.83,13.39
CUST000842,PayPal,42.25,6.53
CUST000843,PayPal,43.37,11.33
CUST000844,Debit Card,60.06,18.84
CUST000845,Credit Card,38.01,18.09
CUST000846,Debit Card,42.88,13.86
CUST000847,Credit Card,43.22,13.58
CUST000848,Credit Card,33.97,6.68
CUST000849,Credit Card,47.18,8.0
CUST000850,Debit Card,42.39,8.79
CUST000851,Debit Card,39.95,12.32
CUST000852,Debit Card,44.33,15.97
CUST000853,Debit Card,51.61,11.91
CUST000854,Debit Card,32.88,6.89
CUST000855,Credit Card,49.56,11.59
CUST000856,Debit Card,39.2,7.44
CUST000857,Credit Card,39.89,16.27
CUST000858,Debit Card,48.98,7.5
CUST000859,Debit Card,37.49,12.24
CUST000860,PayPal,47.74,15.4
CUST000861,Credit Card,48.81,8.42
CUST000862,Debit Card,30.6,6.14
CUST000863,Debit Card,46.37,13.45
CUST000864,Debit Card,46.74,5.81
CUST000865,PayPal,33.52,13.82
CUST000866,Credit Card,38.02,16.3
CUST000867,Debit Card,48.01,9.94
CUST000868,Debit Card,41.26,12.33
CUST000869,Debit Card,65.24,18.93
CUST000870,PayPal,45.54,12.07
CUST000871,Debit Card,33.78,19.95
CUST000872,Credit Card,49.87,7.36
CUST000873,Credit Card,55.79,15.63
CUST000874,Credit Card,39.43,14.79
CUST000875,Credit Card,42.38,18.08
CUST000876,Debit Card,46.3,6.39
CUST000877,PayPal,43.55,9.2
CUST000878,PayPal,48.41,6.98
CUST000879,PayPal,50.44,19.0
CUST000880,Debit Card,48.06,11.4
CUST000881,PayPal,56.57,18.65
CUST000882,Credit Card,49.49,9.42
CUST000883,Debit Card,32.6,6.9
CUST000884,PayPal,46.39,9.45
CUST000885,Credit Card,49.21,13.96
CUST000886,Credit Card,57.91,17.68
CUST000887,Debit Card,61.89,10.78
CUST000888,Debit Card,60.47,18.72
CUST000889,PayPal,33.98,8.66
CUST000890,PayPal,37.73,15.4
CUST000891,PayPal,39.41,16.04
CUST000892,Debit Card,25.29,9.11
CUST000893,PayPal,36.48,5.4
CUST000894,PayPal,30.51,10.48
CUST000895,Credit Card,35.61,5.68
CUST000896,Credit Card,46.66,18.51
CUST000897,Credit Card,46.02,19.3
CUST000898,PayPal,34.13,16.03
CUST000899,Debit Card,40.52,15.9
CUST000900,Credit Card,46.72,8.61
CUST000901,Debit Card,41.64,6.11
CUST000902,PayPal,47.46,17.03
CUST000903,PayPal,55.33,13.39
CUST000904,Credit Card,43.25,15.22
CUST000905,Debit Card,37.2,16.69
CUST000906,Credit Card,50.43,11.14
CUST000907,PayPal,62.69,7.17
CUST000908,Debit Card,57.18,16.93
CUST000909,Credit Card,46.6,11.81
CUST000910,PayPal,30.61,17.4
CUST000911,Credit Card,57.16,11.57
CUST000912,Debit Card,58.78,8.26
CUST000913,Debit Card,50.31,7.57
CUST000914,Debit Card,59.95,16.16
CUST000915,Debit Card,50.05,13.62
CUST000916,Debit Card,40.27,11.07
CUST000917,Credit Card,51.09,12.38
CUST000918,Credit Card,38.61,13.24
CUST000919,Credit Card,56.07,8.59
CUST000920,Credit Card,57.42,10.67
CUST000921,PayPal,37.08,9.39
CUST000922,PayPal,48.53,10.83
CUST000923,Credit Card,30.08,12.51
CUST000924,PayPal,51.63,7.6
CUST000925,PayPal,54.65,10.9
CUST000926,Debit Card,34.5,10.78
CUST000927,Credit Card,28.62,9.29
CUST000928,PayPal,43.09,19.98
CUST000929,PayPal,40.26,6.1
CUST000930,Credit Card,54.71,14.64
CUST000931,Debit Card,50.19,7.62
CUST000932,Credit Card,42.25,17.59
CUST000933,Debit Card,44.59,18.71
CUST000934,PayPal,38.88,11.02
CUST000935,Debit Card,50.45,17.35
CUST000936,Debit Card,50.71,8.75
CUST000937,Credit Card,38.63,7.1
CUST000938,PayPal,43.71,9.74
CUST000939,Credit Card,39.41,10.13
CUST000940,Credit Card,41.09,10.96
CUST000941,PayPal,46.46,10.59
CUST000942,Credit Card,53.79,11.17
CUST000943,Credit Card,36.58,15.65
CUST000944,Debit Card,52.33,8.68
CUST000945,Credit Card,35.81,5.28
CUST000946,PayPal,62.77,12.35
CUST000947,Credit Card,32.17,11.72
CUST000948,Debit Card,38.96,5.9
CUST000949,Credit Card,54.73,7.01
CUST000950,Credit Card,50.17,12.65
CUST000951,Credit Card,63.72,8.52
CUST000952,Debit Card,67.11,18.16
CUST000953,PayPal,37.05,7.6
CUST000954,PayPal,36.7,5.3
CUST000955,Debit Card,54.27,11.71
CUST000956,Debit Card,56.5,19.79
CUST000957,Credit Card,52.54,14.51
CUST000958,PayPal,46.86,10.31
CUST000959,Debit Card,46.27,5.25
CUST000960,PayPal,53.79,12.27
CUST000961,Credit Card,32.82,8.1
CUST000962,Debit Card,42.51,14.72
CUST000963,PayPal,49.02,13.75
CUST000964,PayPal,58.26,8.98
CUST000965,Credit Card,42.85,6.03
CUST000966,Debit Card,35.22,16.33
CUST000967,PayPal,58.94,13.78
CUST000968,Credit Card,51.59,17.63
CUST000969,PayPal,53.39,8.9
CUST000970,Credit Card,36.92,14.79
CUST000971,PayPal,47.83,6.78
CUST000972,PayPal,53.25,9.38
CUST000973,Credit Card,62.72,14.85
CUST000974,Debit Card,44.25,17.38
CUST000975,Credit Card,43.38,9.81
CUST000976,Debit Card,54.97,16.98
CUST000977,PayPal,62.96,15.17
CUST000978,PayPal,48.11,10.23
CUST000979,Credit Card,29.57,18.15
CUST000980,Credit Card,46.0,12.64
CUST000981,Debit Card,49.49,14.72
CUST000982,Debit Card,52.07,12.43
CUST000983,Debit Card,57.24,11.79
CUST000984,Credit Card,50.89,17.72
CUST000985,PayPal,37.35,9.42
CUST000986,Credit Card,44.6,5.55
CUST000987,PayPal,53.2,18.2
CUST000988,Credit Card,61.58,17.38
CUST000989,Credit Card,44.61,10.5
CUST000990,Debit Card,39.49,7.78
CUST000991,PayPal,47.51,15.13
CUST000992,Credit Card,32.7,6.18
CUST000993,Credit Card,52.52,11.36
CUST000994,PayPal,34.83,6.29
CUST000995,Credit Card,59.72,13.97
CUST000996,PayPal,59.85,5.41
CUST000997,Debit Card,52.96,14.44
CUST000998,Debit Card,45.42,15.1
CUST000999,PayPal,34.29,12.31
CUST001000,Debit Card,53.93,7.63
CUST001001,PayPal,35.81,6.52
CUST001002,Credit Card,42.43,9.7
CUST001003,Credit Card,34.22,11.98
CUST001004,PayPal,41.47,14.63
CUST001005,Credit Card,57.75,5.02
CUST001006,Debit Card,43.71,15.67
CUST001007,Credit Card,32.16,15.69
CUST001008,Credit Card,35.31,11.67
CUST001009,PayPal,59.0,10.15
CUST001010,Debit Card,40.06,17.63
CUST001011,Credit Card,60.97,16.77
CUST001012,Credit Card,60.18,19.75
CUST001013,PayPal,33.6,10.58
CUST001014,PayPal,41.68,18.6
CUST001015,Debit Card,44.14,6.31
CUST001016,Credit Card,57.07,11.17
CUST001017,PayPal,45.52,11.98
CUST001018,PayPal,37.06,11.61
CUST001019,PayPal,60.79,14.38
CUST001020,Debit Card,36.29,7.55
CUST001021,PayPal,42.45,18.0
CUST001022,Debit Card,57.78,13.28
CUST001023,Debit Card,49.4,18.56
CUST001024,Credit Card,43.05,5.04
CUST001025,Credit Card,39.62,14.45
CUST001026,Debit Card,43.82,11.19
CUST001027,Credit Card,63.51,12.58
CUST001028,Credit Card,52.29,16.16
CUST001029,PayPal,64.87,8.41
CUST001030,Credit Card,33.17,8.07
CUST001031,Debit Card,40.16,15.55
CUST001032,Credit Card,52.7,12.82
CUST001033,PayPal,38.33,8.5
CUST001034,Debit Card,49.88,12.26
CUST001035,Credit Card,48.38,11.89
CUST001036,Debit Card,51.03,15.37
CUST001037,Credit Card,42.07,5.04
CUST001038,PayPal,66.34,13.8
CUST001039,Credit Card,44.8,14.09
CUST001040,Debit Card,49.06,16.18
CUST001041,Debit Card,41.71,18.34
CUST001042,Debit Card,57.53,11.6
CUST001043,Credit Card,47.32,10.14
CUST001044,Credit Card,57.8,6.53
CUST001045,Credit Card,32.5,10.05
CUST001046,PayPal,36.08,6.03
CUST001047,PayPal,66.45,17.04
CUST001048,PayPal,40.05,17.11
CUST001049,Debit Card,38.55,11.26
CUST001050,Debit Card,45.47,8.89
CUST001051,Debit Card,56.99,6.77
CUST001052,Debit Card,50.54,17.77
CUST001053,Debit Card,54.41,18.16
CUST001054,Credit Card,40.39,8.99
CUST001055,Debit Card,35.59,14.33
CUST001056,Credit Card,36.01,8.88
CUST001057,PayPal,39.81,8.38
CUST001058,PayPal,34.79,5.32
CUST001059,PayPal,51.97,13.66
CUST001060,PayPal,49.01,7.25
CUST001061,PayPal,32.85,5.19
CUST001062,Debit Card,43.92,6.57
CUST001063,Debit Card,59.73,9.71
CUST001064,Debit Card,49.0,15.04
CUST001065,PayPal,35.89,8.04
CUST001066,PayPal,45.37,18.31
CUST001067,Credit Card,40.22,9.33
CUST001068,Debit Card,46.18,9.97
CUST001069,PayPal,42.78,8.27
CUST001070,PayPal,41.23,8.81
CUST001071,PayPal,33.87,6.11
CUST001072,Credit Card,49.46,9.42
CUST001073,PayPal,34.61,17.89
CUST001074,Credit Card,38.08,15.33
CUST001075,Credit Card,55.18,18.13
CUST001076,Debit Card,49.91,6.57
CUST001077,PayPal,59.8,11.83
CUST001078,Credit Card,47.47,8.44
CUST001079,PayPal,42.27,15.82
CUST001080,Debit Card,67.98,19.55
CUST001081,Debit Card,39.39,17.23
CUST001082,Credit Card,37.12,5.53
CUST001083,Debit Card,38.26,9.75
CUST001084,Debit Card,41.3,5.43
CUST001085,Debit Card,56.44,5.6
CUST001086,PayPal,33.7,6.19
CUST001087,PayPal,47.19,9.14
CUST001088,Credit Card,40.43,9.56
CUST001089,Credit Card,47.14,11.01
CUST001090,Debit Card,30.07,11.07
CUST001091,Debit Card,54.99,16.57
CUST001092,Credit Card,34.38,7.12
CUST001093,Debit Card,30.92,7.37
CUST001094,Credit Card,42.21,14.4
CUST001095,PayPal,58.39,13.58
CUST001096,Debit Card,33.49,7.31
CUST001097,Debit Card,48.55,17.78
CUST001098,Debit Card,37.69,9.94
CUST001099,PayPal,45.1,10.5
CUST001100,PayPal,30.03,11.31
CUST001101,Debit Card,40.3,9.84
CUST001102,Credit Card,42.43,13.36
CUST001103,PayPal,42.97,10.83
CUST001104,Debit Card,49.66,8.89
CUST001105,Debit Card,46.21,18.57
CUST001106,PayPal,49.89,9.63
CUST001107,Credit Card,34.13,15.48
CUST001108,Debit Card,52.03,10.21
CUST001109,Credit Card,54.81,11.53
CUST001110,Credit Card,37.73,8.54
CUST001111,PayPal,40.96,16.28
CUST001112,Debit Card,37.54,16.06
CUST001113,Debit Card,45.9,5.33
CUST001114,Credit Card,45.67,5.9
CUST001115,PayPal,45.71,18.84
CUST001116,PayPal,33.15,18.33
CUST001117,PayPal,36.2,12.59
CUST001118,Credit Card,46.1,12.4
CUST001119,Credit Card,45.2,17.19
CUST001120,Debit Card,36.29,7.08
CUST001121,PayPal,55.01,14.81
CUST001122,Credit Card,62.45,12.14
CUST001123,PayPal,58.14,16.15
CUST001124,Credit Card,37.94,5.45
CUST001125,Debit Card,56.23,13.89
CUST001126,PayPal,53.78,13.35
CUST001127,Credit Card,44.91,17.61
CUST001128,PayPal,51.9,15.15
CUST001129,Credit Card,42.16,18.2
CUST001130,Credit Card,50.11,18.31
CUST001131,Credit Card,48.37,11.12
CUST001132,PayPal,50.05,7.06
CUST001133,Credit Card,37.96,14.45
CUST001134,Debit Card,32.83,18.11
CUST001135,PayPal,42.36,6.12
CUST001136,Debit Card,47.62,13.37
CUST001137,Debit Card,59.79,6.72
CUST001138,PayPal,38.72,5.4
CUST001139,Credit Card,48.78,15.19
CUST001140,Debit Card,59.41,15.23
CUST001141,PayPal,51.81,14.01
CUST001142,Credit Card,41.45,17.89
CUST001143,PayPal,44.62,6.21
CUST001144,PayPal,46.95,6.58
CUST001145,PayPal,39.23,17.97
CUST001146,Credit Card,41.73,12.55
CUST001147,Debit Card,47.52,9.1
CUST001148,Debit Card,61.81,16.07
CUST001149,PayPal,60.46,18.42
CUST001150,PayPal,37.47,15.34
CUST001151,Credit Card,60.92,16.88
CUST001152,PayPal,38.06,9.24
CUST001153,PayPal,50.55,9.33
CUST001154,PayPal,51.31,17.96
CUST001155,Debit Card,36.35,14.22
CUST001156,PayPal,43.89,8.51
CUST001157,Debit Card,33.47,12.86
CUST001158,Credit Card,40.54,15.29
CUST001159,Credit Card,37.36,8.28
CUST001160,Debit Card,38.92,14.82
CUST001161,Debit Card,38.46,5.63
CUST001162,Debit Card,61.72,9.56
CUST001163,Debit Card,48.62,15.11
CUST001164,PayPal,25.61,7.24
CUST001165,Debit Card,48.06,8.33
CUST001166,Debit Card,58.42,18.19
CUST001167,Debit Card,57.27,15.11
CUST001168,PayPal,44.36,12.48
CUST001169,PayPal,48.1,8.16
CUST001170,PayPal,54.73,10.12
CUST001171,Credit Card,40.21,13.61
CUST001172,PayPal,54.35,7.33
CUST001173,Debit Card,43.34,12.23
CUST001174,PayPal,48.34,11.13
CUST001175,PayPal,48.27,12.15
CUST001176,Debit Card,47.03,6.58
CUST001177,PayPal,49.29,6.6
CUST001178,Credit Card,52.61,19.46
CUST001179,PayPal,44.14,19.69
CUST001180,Credit Card,29.25,11.39
CUST001181,Credit Card,52.75,16.83
CUST001182,Credit Card,39.43,14.84
CUST001183,Debit Card,48.6,6.75
CUST001184,PayPal,52.07,9.45
CUST001185,Credit Card,32.68,9.7
CUST001186,Credit Card,55.34,13.94
CUST001187,PayPal,65.0,13.7
CUST001188,Debit Card,49.21,18.85
CUST001189,Debit Card,43.44,16.85
CUST001190,Credit Card,45.45,17.85
CUST001191,Debit Card,42.59,18.37
CUST001192,PayPal,53.96,17.02
CUST001193,Debit Card,50.9,9.99
CUST001194,PayPal,50.57,8.23
CUST001195,Credit Card,48.01,13.58
CUST001196,PayPal,47.66,15.34
CUST001197,Credit Card,58.91,10.8
CUST001198,PayPal,43.59,17.73
CUST001199,PayPal,50.54,19.41
CUST001200,Debit Card,44.47,13.54
CUST001201,PayPal,50.63,11.85
CUST001202,Credit Card,34.81,17.64
CUST001203,PayPal,45.53,5.36
CUST001204,Credit Card,46.41,6.94
CUST001205,Credit Card,48.72,17.68
CUST001206,PayPal,34.31,15.98
CUST001207,Debit Card,34.23,11.24
CUST001208,PayPal,61.89,18.33
CUST001209,PayPal,51.76,10.27
CUST001210,Debit Card,50.45,14.51
CUST001211,Credit Card,51.35,14.52
CUST001212,PayPal,33.66,7.76
CUST001213,Debit Card,45.65,9.27
CUST001214,Debit Card,57.59,18.74
CUST001215,Credit Card,32.05,7.75
CUST001216,Debit Card,59.39,7.6
CUST001217,Credit Card,50.16,12.19
CUST001218,PayPal,39.08,6.38
CUST001219,Debit Card,46.14,18.42
CUST001220,PayPal,45.45,6.5
CUST001221,Debit Card,53.11,14.25
CUST001222,Debit Card,47.03,10.1
CUST001223,PayPal,65.85,17.06
CUST001224,Debit Card,47.14,13.85
CUST001225,PayPal,57.32,10.82
CUST001226,PayPal,48.41,19.76
CUST001227,Credit Card,46.88,5.99
CUST001228,PayPal,56.47,13.67
CUST001229,Credit Card,52.11,19.84
CUST001230,PayPal,54.06,15.36
CUST001231,Debit Card,31.19,16.1
CUST001232,PayPal,48.77,5.48
CUST001233,Debit Card,32.61,5.32
CUST001234,Credit Card,41.2,5.54
CUST001235,Debit Card,61.72,19.88
CUST001236,PayPal,56.02,19.69
CUST001237,Debit Card,41.33,10.02
CUST001238,Credit Card,45.89,9.36
CUST001239,Debit Card,41.54,7.19
CUST001240,Debit Card,60.25,9.94
CUST001241,PayPal,34.95,10.55
CUST001242,PayPal,26.69,16.22
CUST001243,Debit Card,57.17,17.99
CUST001244,Credit Card,54.61,16.2
CUST001245,Debit Card,40.71,14.7
CUST001246,Credit Card,57.68,16.49
CUST001247,Credit Card,50.21,16.08
CUST001248,Credit Card,50.62,12.14
CUST001249,Debit Card,43.08,10.04
CUST001250,Credit Card,40.97,9.24
CUST001251,Debit Card,62.48,15.19
CUST001252,Credit Card,35.67,19.39
CUST001253,Credit Card,43.49,13.72
CUST001254,Debit Card,51.51,18.69
CUST001255,PayPal,45.49,5.21
CUST001256,PayPal,38.86,16.92
CUST001257,Debit Card,58.62,17.8
CUST001258,Debit Card,61.17,14.46
CUST001259,PayPal,38.67,19.01
CUST001260,PayPal,39.96,13.85
CUST001261,PayPal,54.09,8.61
CUST001262,Debit Card,26.52,8.24
CUST001263,Credit Card,46.07,13.34
CUST001264,Debit Card,63.55,18.6
CUST001265,PayPal,42.93,6.09
CUST001266,Credit Card,62.87,14.07
CUST001267,Debit Card,63.22,16.55
CUST001268,PayPal,42.38,6.73
CUST001269,Debit Card,52.78,6.75
CUST001270,Credit Card,54.96,10.49
CUST001271,PayPal,61.18,9.11
CUST001272,Debit Card,34.3,7.97
CUST001273,Credit Card,49.4,7.98
CUST001274,Credit Card,33.52,6.96
CUST001275,Debit Card,34.46,14.16
CUST001276,Credit Card,24.9,15.32
CUST001277,PayPal,57.22,15.54
CUST001278,Credit Card,45.36,12.99
CUST001279,Debit Card,32.36,19.29
CUST001280,PayPal,51.1,18.21
CUST001281,Credit Card,55.73,19.36
CUST001282,Credit Card,63.43,10.83
CUST001283,PayPal,43.18,18.17
CUST001284,PayPal,49.55,16.44
CUST001285,Credit Card,37.26,10.1
CUST001286,PayPal,39.44,6.6
CUST001287,Debit Card,56.41,15.24
CUST001288,Credit Card,34.99,7.05
CUST001289,Debit Card,48.7,9.41
CUST001290,Credit Card,63.24,12.51
CUST001291,Debit Card,61.97,15.2
CUST001292,Debit Card,33.67,18.89
CUST001293,PayPal,53.81,13.9
CUST001294,Credit Card,40.92,15.07
CUST001295,PayPal,27.48,9.65
CUST001296,PayPal,60.63,15.31
CUST001297,Credit Card,45.48,11.57
CUST001298,Debit Card,58.3,17.85
CUST001299,Credit Card,47.35,10.89
CUST001300,Credit Card,55.73,12.02
CUST001301,Credit Card,48.07,11.49
CUST001302,PayPal,52.16,17.17
CUST001303,Credit Card,54.67,19.31
CUST001304,Credit Card,58.16,9.91
CUST001305,Credit Card,57.75,12.13
CUST001306,Debit Card,46.38,15.59
CUST001307,Debit Card,52.97,18.43
CUST001308,Debit Card,43.49,12.41
CUST001309,Debit Card,34.68,6.63
CUST001310,PayPal,35.55,10.53
CUST001311,PayPal,54.55,13.26
CUST001312,Credit Card,32.5,11.26
CUST001313,PayPal,28.5,7.8
CUST001314,Debit Card,44.68,5.55
CUST001315,Credit Card,54.64,15.31
CUST001316,Credit Card,42.21,19.89
CUST001317,Debit Card,54.27,18.79
CUST001318,Debit Card,38.06,15.25
CUST001319,Debit Card,54.44,17.62
CUST001320,PayPal,54.18,8.84
CUST001321,Credit Card,65.53,14.34
CUST001322,Debit Card,27.72,5.91
CUST001323,Credit Card,49.12,15.61
CUST001324,Credit Card,63.48,19.55
CUST001325,PayPal,58.22,17.91
CUST001326,Credit Card,48.34,13.02
CUST001327,Debit Card,43.58,16.83
CUST001328,Debit Card,48.94,19.16
CUST001329,Credit Card,56.01,8.24
CUST001330,Credit Card,64.26,16.9
CUST001331,PayPal,38.63,9.05
CUST001332,Debit Card,56.96,18.15
CUST001333,Debit Card,49.98,6.48
CUST001334,Credit Card,45.1,7.67
CUST001335,Credit Card,54.24,15.81
CUST001336,Credit Card,60.0,7.62
CUST001337,Debit Card,57.97,7.37
CUST001338,Credit Card,55.75,13.33
CUST001339,PayPal,46.94,17.52
CUST001340,PayPal,45.23,9.03
CUST001341,Credit Card,43.99,17.62
CUST001342,PayPal,59.73,17.12
CUST001343,PayPal,38.33,13.69
CUST001344,PayPal,55.17,14.7
CUST001345,PayPal,40.87,5.61
CUST001346,PayPal,37.63,10.51
CUST001347,Debit Card,49.07,8.95
CUST001348,Credit Card,43.21,7.25
CUST001349,PayPal,62.28,10.84
CUST001350,Credit Card,64.69,10.32
CUST001351,PayPal,33.72,15.93
CUST001352,Debit Card,57.52,13.97
CUST001353,Debit Card,40.22,18.7
CUST001354,PayPal,-5.06,7.18
CUST001355,PayPal,59.44,5.9
CUST001356,PayPal,33.24,13.02
CUST001357,Debit Card,30.35,5.02
CUST001358,Debit Card,33.49,16.82
CUST001359,Credit Card,45.46,12.59
CUST001360,Debit Card,34.51,12.32
CUST001361,PayPal,30.81,10.44
CUST001362,Credit Card,33.88,10.62
CUST001363,Debit Card,52.2,11.47
CUST001364,Debit Card,40.72,5.24
CUST001365,PayPal,38.55,6.25
CUST001366,Credit Card,53.88,12.58
CUST001367,Debit Card,40.24,7.25
CUST001368,Debit Card,32.56,16.68
CUST001369,PayPal,33.43,9.12
CUST001370,Credit Card,62.88,6.47
CUST001371,Credit Card,43.3,8.53
CUST001372,Credit Card,40.3,10.36
CUST001373,Credit Card,34.33,5.53
CUST001374,PayPal,36.43,7.13
CUST001375,Debit Card,43.21,9.86
CUST001376,Debit Card,52.33,9.66
CUST001377,Credit Card,63.86,17.01
CUST001378,Credit Card,33.2,17.65
CUST001379,Credit Card,47.29,7.9
CUST001380,Debit Card,48.23,6.86
CUST001381,Debit Card,36.17,14.51
CUST001382,Credit Card,47.86,17.07
CUST001383,PayPal,63.57,19.46
CUST001384,Debit Card,53.71,5.1
CUST001385,Debit Card,50.31,11.21
CUST001386,Credit Card,54.27,16.01
CUST001387,PayPal,68.19,17.43
CUST001388,Credit Card,36.98,5.93
CUST001389,Credit Card,51.38,15.21
CUST001390,PayPal,47.06,9.33
CUST001391,PayPal,41.41,6.12
CUST001392,PayPal,31.81,12.34
CUST001393,Debit Card,46.05,7.37
CUST001394,Credit Card,53.2,16.06
CUST001395,Debit Card,43.21,16.12
CUST001396,PayPal,29.19,17.63
CUST001397,Debit Card,56.28,10.66
CUST001398,PayPal,38.14,5.2
CUST001399,PayPal,48.2,8.9
CUST001400,Credit Card,54.21,12.02
CUST001401,Credit Card,42.64,15.41
CUST001402,Credit Card,40.21,10.73
CUST001403,Debit Card,49.79,13.04
CUST001404,Credit Card,27.92,12.86
CUST001405,PayPal,46.42,7.47
CUST001406,Credit Card,50.76,14.35
CUST001407,Debit Card,45.35,11.59
CUST001408,Credit Card,54.08,17.12
CUST001409,Credit Card,49.38,15.36
CUST001410,Credit Card,31.25,6.67
CUST001411,Debit Card,53.89,12.33
CUST001412,PayPal,47.36,15.54
CUST001413,PayPal,26.08,6.31
CUST001414,PayPal,40.51,16.89
CUST001415,Credit Card,34.16,8.33
CUST001416,Credit Card,35.49,12.55
CUST001417,Debit Card,47.9,19.11
CUST001418,PayPal,45.07,13.57
CUST001419,Credit Card,64.46,11.36
